id,value
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.00048733877949979514_to_0.0006521832011564531#diversity_0.6692712537880244_to_1.0150738231093823#betweennes_0.002515723_to_0.0025157230000000005,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.00048733877949979514_to_0.0006521832011564531#diversity_-0.022333884854691233_to_0.3234686844666666,
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.00048733877949979514_to_0.0006521832011564531#diversity_-0.022333884854691233_to_0.3234686844666666#betweenness_=_0.0,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.0003224943578431372_to_0.00048733877949979514,
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.0003224943578431372_to_0.00048733877949979514#diversity_=_0.0,
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.0003224943578431372_to_0.00048733877949979514#diversity_=_0.0#betweenness_=_0.0,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.000981872044469769_to_0.001146716466126427,
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.000981872044469769_to_0.001146716466126427#diversity_0.636514168_to_0.6648306745,
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.000981872044469769_to_0.001146716466126427#diversity_0.636514168_to_0.6648306745#betweenness_=_0.005028278,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.000981872044469769_to_0.001146716466126427#diversity_0.6648306745_to_0.693147181,
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.000981872044469769_to_0.001146716466126427#diversity_0.6648306745_to_0.693147181#betweenness_=_0.002515723,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.0006521832011564531_to_0.0008170276228131111,
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.0006521832011564531_to_0.0008170276228131111#diversity_0.48520302669999993_to_0.8028429691677755,
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.0006521832011564531_to_0.0008170276228131111#diversity_0.48520302669999993_to_0.8028429691677755#betweennes_0.002515723_to_0.0025157230000000005,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.0006521832011564531_to_0.0008170276228131111#diversity_-0.15007685823555128_to_0.16756308423222432,
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.0006521832011564531_to_0.0008170276228131111#diversity_-0.15007685823555128_to_0.16756308423222432#betweenness_=_0.0,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.0008170276228131111_to_0.000981872044469769,
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.0008170276228131111_to_0.000981872044469769#diversity_=_0.693147181,
root#degree_-5.583682512309924_to_7.092964824120603#peel_-0.38266706720092314_to_1.0265940979784858#pagerank_label_0.0008170276228131111_to_0.000981872044469769#diversity_=_0.693147181#betweenness_=_0.002515723,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0005291297029702969_to_0.0007355068727471879,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0005291297029702969_to_0.0007355068727471879#diversity_1.3490001101101037_to_1.6126561078702073,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0005291297029702969_to_0.0007355068727471879#diversity_1.3490001101101037_to_1.6126561078702073#betweennes_-0.00018542140320370324_to_0.0008373075000000001,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0005291297029702969_to_0.0007355068727471879#diversity_1.3490001101101037_to_1.6126561078702073#betweennes_0.0018600364032037033_to_0.0028827653064074066,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0005291297029702969_to_0.0007355068727471879#diversity_0.8216881145898964_to_1.08534411235,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0005291297029702969_to_0.0007355068727471879#diversity_0.8216881145898964_to_1.08534411235#betweennes_0.0021676612550011387_to_0.0030191361682159936,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0005291297029702969_to_0.0007355068727471879#diversity_0.8216881145898964_to_1.08534411235#betweennes_-0.0003867634846434265_to_0.00046471142857142854,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0005291297029702969_to_0.0007355068727471879#diversity_1.08534411235_to_1.3490001101101037,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0005291297029702969_to_0.0007355068727471879#diversity_1.08534411235_to_1.3490001101101037#betweennes_-5.171208077306384e-05_to_0.0002448492,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0005291297029702969_to_0.0007355068727471879#diversity_1.08534411235_to_1.3490001101101037#betweennes_0.0005414104807730639_to_0.0008379717615461277,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0005291297029702969_to_0.0007355068727471879#diversity_0.5580321168297929_to_0.8216881145898964,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0005291297029702969_to_0.0007355068727471879#diversity_0.5580321168297929_to_0.8216881145898964#betweenness_=_0.0,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969#diversity_0.40528910257839623_to_0.6796679926601661,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969#diversity_0.40528910257839623_to_0.6796679926601661#betweennes_-8.898767082835086e-05_to_3.289975e-05,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969#diversity_0.40528910257839623_to_0.6796679926601661#betweennes_0.0005204494333134035_to_0.0006423368541417544,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969#diversity_0.40528910257839623_to_0.6796679926601661#betweennes_3.289975e-05_to_0.00015478717082835088,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969#diversity_1.2284257728237056_to_1.5028046629054754,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969#diversity_1.2284257728237056_to_1.5028046629054754#betweennes_-3.794764379822992e-05_to_9.691094767551709e-06,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969#diversity_1.2284257728237056_to_1.5028046629054754#betweennes_0.00010496857189911497_to_0.0001526073104648966,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969#diversity_1.2284257728237056_to_1.5028046629054754#betweennes_9.691094767551709e-06_to_5.7329833333333335e-05,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969#diversity_1.2284257728237056_to_1.5028046629054754#betweennes_5.7329833333333335e-05_to_0.00010496857189911497,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969#diversity_0.9540468827419358_to_1.2284257728237056,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969#diversity_0.9540468827419358_to_1.2284257728237056#betweennes_-6.552524366828078e-05_to_3.410488571428571e-05,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969#diversity_0.9540468827419358_to_1.2284257728237056#betweennes_3.410488571428571e-05_to_0.00013373501509685221,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969#diversity_0.9540468827419358_to_1.2284257728237056#betweennes_0.0005322555326271182_to_0.0006318856620096847,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969#diversity_0.9540468827419358_to_1.2284257728237056#betweennes_0.0002333651444794187_to_0.00033299527386198517,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969#diversity_-0.14346867758514337_to_0.1309102124966265,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0003227525331934059_to_0.0005291297029702969#diversity_-0.14346867758514337_to_0.1309102124966265#betweenness_=_1.06e-06,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0009418840425240789_to_0.0011482612123009698,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0009418840425240789_to_0.0011482612123009698#diversity_1.589800916178754_to_1.895029719357508,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0009418840425240789_to_0.0011482612123009698#diversity_1.589800916178754_to_1.895029719357508#betweennes_0.003725055_to_0.005297159,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0009418840425240789_to_0.0011482612123009698#diversity_1.589800916178754_to_1.895029719357508#betweennes_0.002152951_to_0.003725055,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0009418840425240789_to_0.0011482612123009698#diversity_0.6741145066424916_to_0.9793433098212457,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0009418840425240789_to_0.0011482612123009698#diversity_0.6741145066424916_to_0.9793433098212457#betweenness_=_0.001299751,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0009418840425240789_to_0.0011482612123009698#diversity_1.2845721129999998_to_1.589800916178754,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0009418840425240789_to_0.0011482612123009698#diversity_1.2845721129999998_to_1.589800916178754#betweenness_=_4.8e-05,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0009418840425240789_to_0.0011482612123009698#diversity_0.9793433098212457_to_1.2845721129999998,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0009418840425240789_to_0.0011482612123009698#diversity_0.9793433098212457_to_1.2845721129999998#betweenness_=_0.002132001,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.00011637536341651498_to_0.0003227525331934059,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.00011637536341651498_to_0.0003227525331934059#diversity_-0.20106000334188573_to_0.27465307225,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.00011637536341651498_to_0.0003227525331934059#diversity_-0.20106000334188573_to_0.27465307225#betweenness_=_0.0,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.00011637536341651498_to_0.0003227525331934059#diversity_0.7503661478418857_to_1.2260792234337714,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.00011637536341651498_to_0.0003227525331934059#diversity_0.7503661478418857_to_1.2260792234337714#betweenness_=_0.0,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0007355068727471879_to_0.0009418840425240789,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0007355068727471879_to_0.0009418840425240789#diversity_1.3030056535509416_to_1.5119163582129944,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0007355068727471879_to_0.0009418840425240789#diversity_1.3030056535509416_to_1.5119163582129944#betweennes_0.004175570548365416_to_0.006588832763397499,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0007355068727471879_to_0.0009418840425240789#diversity_1.3030056535509416_to_1.5119163582129944#betweennes_-0.0006509538816987491_to_0.0017623083333333336,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0007355068727471879_to_0.0009418840425240789#diversity_0.8851842442268358_to_1.0940949488888887,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0007355068727471879_to_0.0009418840425240789#diversity_0.8851842442268358_to_1.0940949488888887#betweennes_0.000878419782720824_to_0.001378559365441648,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0007355068727471879_to_0.0009418840425240789#diversity_0.8851842442268358_to_1.0940949488888887#betweennes_0.0003782802_to_0.000878419782720824,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0007355068727471879_to_0.0009418840425240789#diversity_0.8851842442268358_to_1.0940949488888887#betweennes_-0.00012185938272082399_to_0.0003782802,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0007355068727471879_to_0.0009418840425240789#diversity_0.46736283490273_to_0.676273539564783,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0007355068727471879_to_0.0009418840425240789#diversity_0.46736283490273_to_0.676273539564783#betweenness_=_0.0,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0013546383820778607_to_0.0015610155518547518,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0013546383820778607_to_0.0015610155518547518#diversity_=_1.242453325,
root#degree_-5.583682512309924_to_7.092964824120603#peel_2.4358552631578947_to_3.8451164283373034#pagerank_label_0.0013546383820778607_to_0.0015610155518547518#diversity_=_1.242453325#betweenness_=_0.007537665,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0011050449286175205_to_0.0012774869516524038,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0011050449286175205_to_0.0012774869516524038#diversity_=_1.039720771,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0011050449286175205_to_0.0012774869516524038#diversity_=_1.039720771#betweenness_=_0.007996771,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0002428348134431041_to_0.00041527683647798737,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0002428348134431041_to_0.00041527683647798737#diversity_-0.2639054061323495_to_0.010064949342187823,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0002428348134431041_to_0.00041527683647798737#diversity_-0.2639054061323495_to_0.010064949342187823#betweennes_-4.433746605473687e-07_to_1.3200000000000002e-07,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0002428348134431041_to_0.00041527683647798737#diversity_-0.2639054061323495_to_0.010064949342187823#betweennes_2.433498642189475e-06_to_3.0088733027368437e-06,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0002428348134431041_to_0.00041527683647798737#diversity_0.5580056602912624_to_0.8319760157657997,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0002428348134431041_to_0.00041527683647798737#diversity_0.5580056602912624_to_0.8319760157657997#betweennes_-0.00012551656459851401_to_2.662684337349398e-05,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0002428348134431041_to_0.00041527683647798737#diversity_0.5580056602912624_to_0.8319760157657997#betweennes_0.001243774107149558_to_0.0013959175151215658,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0002428348134431041_to_0.00041527683647798737#diversity_0.5580056602912624_to_0.8319760157657997#betweennes_2.662684337349398e-05_to_0.00017877025134550197,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0002428348134431041_to_0.00041527683647798737#diversity_0.5580056602912624_to_0.8319760157657997#betweennes_0.000483057067289518_to_0.0006352004752615259,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.00041527683647798737_to_0.0005877188595128707,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.00041527683647798737_to_0.0005877188595128707#diversity_0.9290309407219319_to_1.2276543224135605,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.00041527683647798737_to_0.0005877188595128707#diversity_0.9290309407219319_to_1.2276543224135605#betweennes_1.1852500000000002e-05_to_1.806123326452345e-05,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.00041527683647798737_to_0.0005877188595128707#diversity_0.9290309407219319_to_1.2276543224135605#betweennes_1.806123326452345e-05_to_2.42699665290469e-05,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.00041527683647798737_to_0.0005877188595128707#diversity_0.9290309407219319_to_1.2276543224135605#betweennes_5.643766735476554e-06_to_1.1852500000000002e-05,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.00041527683647798737_to_0.0005877188595128707#diversity_0.9290309407219319_to_1.2276543224135605#betweennes_-5.649665290468948e-07_to_5.643766735476554e-06,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.00041527683647798737_to_0.0005877188595128707#diversity_0.6304075590303033_to_0.9290309407219319,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.00041527683647798737_to_0.0005877188595128707#diversity_0.6304075590303033_to_0.9290309407219319#betweennes_-0.00038178526765113535_to_0.00015320766666666668,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.00041527683647798737_to_0.0005877188595128707#diversity_0.6304075590303033_to_0.9290309407219319#betweennes_0.0006882006009844687_to_0.0012231935353022708,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.00041527683647798737_to_0.0005877188595128707#diversity_0.6304075590303033_to_0.9290309407219319#betweennes_0.0022931794039378747_to_0.002828172338255677,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.00041527683647798737_to_0.0005877188595128707#diversity_-0.2654625860445825_to_0.033160795647046104,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.00041527683647798737_to_0.0005877188595128707#diversity_-0.2654625860445825_to_0.033160795647046104#betweenness_=_0.0,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0005877188595128707_to_0.0007601608825477539,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0005877188595128707_to_0.0007601608825477539#diversity_0.8710376287333333_to_1.1772445218954863,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0005877188595128707_to_0.0007601608825477539#diversity_0.8710376287333333_to_1.1772445218954863#betweennes_0.0020771812222222224_to_0.0029446890630926833,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0005877188595128707_to_0.0007601608825477539#diversity_0.8710376287333333_to_1.1772445218954863#betweennes_0.00034216554048130095_to_0.0012096733813517617,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0005877188595128707_to_0.0007601608825477539#diversity_0.8710376287333333_to_1.1772445218954863#betweennes_-0.0005253423003891595_to_0.00034216554048130095,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0005877188595128707_to_0.0007601608825477539#diversity_0.5648307355711804_to_0.8710376287333333,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0005877188595128707_to_0.0007601608825477539#diversity_0.5648307355711804_to_0.8710376287333333#betweennes_-0.0006995363116576738_to_0.0012461276,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0005877188595128707_to_0.0007601608825477539#diversity_0.5648307355711804_to_0.8710376287333333#betweennes_0.003191791511657674_to_0.005137455423315348,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0005877188595128707_to_0.0007601608825477539#diversity_-0.04758305075312552_to_0.25862384240902747,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0005877188595128707_to_0.0007601608825477539#diversity_-0.04758305075312552_to_0.25862384240902747#betweenness_=_6.07e-06,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0007601608825477539_to_0.0009326029055826371,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0007601608825477539_to_0.0009326029055826371#diversity_0.3822404321775492_to_0.6708857917887746,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0007601608825477539_to_0.0009326029055826371#diversity_0.3822404321775492_to_0.6708857917887746#betweennes_2.5599999999999972e-05_to_0.0005232765,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0007601608825477539_to_0.0009326029055826371#diversity_0.3822404321775492_to_0.6708857917887746#betweennes_0.0005232765_to_0.001020953,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0007601608825477539_to_0.0009326029055826371#diversity_0.9595311514_to_1.2481765110112253,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0007601608825477539_to_0.0009326029055826371#diversity_0.9595311514_to_1.2481765110112253#betweennes_0.0007197775_to_0.0013184260000000001,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0007601608825477539_to_0.0009326029055826371#diversity_0.9595311514_to_1.2481765110112253#betweennes_0.0019170745000000001_to_0.002515723,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0007601608825477539_to_0.0009326029055826371#diversity_1.2481765110112253_to_1.5368218706224508,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0007601608825477539_to_0.0009326029055826371#diversity_1.2481765110112253_to_1.5368218706224508#betweenness_=_0.002623001,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0009326029055826371_to_0.0011050449286175205,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0009326029055826371_to_0.0011050449286175205#diversity_0.318257084_to_0.636514168,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0009326029055826371_to_0.0011050449286175205#diversity_0.318257084_to_0.636514168#betweenness_=_0.001593511,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0009326029055826371_to_0.0011050449286175205#diversity_0.0_to_0.318257084,
root#degree_-5.583682512309924_to_7.092964824120603#peel_1.0265940979784858_to_2.4358552631578947#pagerank_label_0.0009326029055826371_to_0.0011050449286175205#diversity_0.0_to_0.318257084#betweenness_=_0.0,1
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000558197273929559_to_0.000742613611111111,
root#degree_-5.583682512309924_to_7.092964824120603#peel_5.254377593516713_to_6.663638758696122#pagerank_label_0.000558197273929559_to_0.000742613611111111#diversity_1.2424768473333332_to_1.4353844331747836,
